Name,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Austin Martin","MIN",83,0.084337349,0.192771084,0.4375,0.22368421,0.289156626,0.355263157,0.644419783,0.131578947,6.728854172738907,0.27118644,0.6000000089406967,0.20000000298023224,-0.1424499899148941,0.6776655688881874,8.131940266195818,-1.4738744217118773,0.2872129915708519,85.89908660674234,"Austin Martin",27462,668885
"Nolan Schanuel","LAA",186,0.080645161,0.161290322,0.5,0.236363636,0.304347826,0.345454545,0.649802371,0.109090909,0.92091835875,0.257575757,,,-1.1342580318450928,-0.36700332909822464,18.880711811991127,-2.6455717054887717,0.29168913124696066,85.79383137722336,"Nolan Schanuel",33189,694384
"Evan Carter","TEX",157,0.095541401,0.261146496,0.365853658,0.194244604,0.280254777,0.374100719,0.654355496,0.179856115,7.237632407259602,0.234042553,0.4999999850988388,0.20000000298023224,1.0117238759994507,0.16297702258452773,15.762739936934318,-2.4072950751320468,0.29028374526151424,84.3467005103459,"Evan Carter",27790,694497
"Trey Lipscomb","WSN",122,0.090163934,0.163934426,0.55,0.252336448,0.330578512,0.289719626,0.620298138,0.037383178,6.153155704429468,0.298850574,0.5,-0.4000000059604645,-0.8277208805084229,1.3081296375021338,11.898500889625826,-2.2208893745276552,0.2866474759480185,84.10265419299203,"Trey Lipscomb",31567,702358
"Austin Wells","NYY",101,0.128712871,0.138613861,0.928571428,0.209302325,0.306930693,0.302325581,0.609256274,0.093023256,3.4187616146960176,0.232876712,0.5000000223517418,0.10000000149011612,0.0013489729026332498,0.008852435741573572,9.202560538893286,-2.4864428765124633,0.2785232952325651,80.73076539642857,"Austin Wells",27562,669224
"Oliver Dunn","MIL",90,0.055555555,0.388888888,0.142857142,0.226190476,0.277777777,0.333333333,0.61111111,0.107142857,7.495770043096675,0.375,-0.5,0,0.3358107805252075,0.24708195216953754,7.753117777768755,-2.662825859721518,0.27222999930381775,74.42759892065433,"Oliver Dunn",26295,686554
"Michael Siani","STL",99,0.07070707,0.212121212,0.333333333,0.223529411,0.29032258,0.294117647,0.584440227,0.070588236,7.714374727762635,0.285714285,0.6999999657273293,-0.10000000149011612,0.3568691909313202,0.013846170157194138,8.081937255208022,-3.375600746031278,0.26651766671929306,73.13753590008471,"Michael Siani",22557,672279
"Brayan Rocchio","CLE",161,0.118012422,0.167701863,0.703703703,0.20289855,0.3,0.268115942,0.568115942,0.065217392,5.418029684045239,0.24778761,-0.5000000223517418,-0.10000000149011612,-0.16565820574760437,-0.10216845432296395,12.827599187447243,-5.805366652952022,0.26403363719582557,70.89767635710345,"Brayan Rocchio",23690,677587
"Colt Keith","DET",158,0.075949367,0.170886075,0.444444444,0.236111111,0.297468354,0.291666666,0.58913502,0.055555555,3.414063521034649,0.282051282,-0.30000001192092896,0.30000001192092896,0.07269619405269623,-0.10716218873858452,12.791716543728286,-5.494051175421301,0.2656620896545945,69.65097632718683,"Colt Keith",27899,690993
"Lawrence Butler","OAK",121,0.123966942,0.297520661,0.416666666,0.179245283,0.280991735,0.273584905,0.55457664,0.094339622,3.8016568745313006,0.25,-0.6000000014901161,0.10000000149011612,-0.48682159185409546,0.385914733633399,9.06671677441398,-4.936940782656277,0.25802623782276124,69.28979839010908,"Lawrence Butler",22542,671732
"Wyatt Langford","TEX",129,0.085271317,0.224806201,0.379310344,0.224137931,0.294573643,0.293103448,0.587677091,0.068965517,4.1978381203268285,0.287356321,,,-0.47800472378730774,-0.4459949731826782,10.326471768039188,-4.603047445696871,0.264509417116642,66.77565209032096,"Wyatt Langford",33333,694671
"Jackson Chourio","MIL",164,0.060975609,0.274390243,0.222222222,0.210526315,0.257668711,0.328947368,0.586616079,0.118421053,5.58536401960814,0.262135922,0.7000000178813934,0.4000000059604645,0.8975324034690857,0.7387132393196225,12.656833403435803,-6.323330558213138,0.26086879873568297,66.67640135214026,"Jackson Chourio",28806,694192
"Curtis Mead","TBR",94,0.042553191,0.244680851,0.173913043,0.218390804,0.268817204,0.275862068,0.544679272,0.057471264,4.197089642499618,0.285714285,-0.40000002086162567,-0.20000000298023224,0.10203152894973755,0.23179014679044485,6.318981987219702,-4.55989247860347,0.24826297324190857,62.57280342372972,"Curtis Mead",23986,678554
"Ceddanne Rafaela","BOS",183,0.032786885,0.25136612,0.130434782,0.192982456,0.220994475,0.350877192,0.571871667,0.157894736,7.79211850390425,0.227642276,0.4999999701976776,0.4000000059604645,0.6357321739196777,-0.19512581964954734,12.118582907156053,-9.060502489074166,0.2469945530206459,51.13304129935637,"Ceddanne Rafaela",24262,678882
"Parker Meadows","DET",85,0.129411764,0.376470588,0.34375,0.09589041,0.223529411,0.219178082,0.442707493,0.123287672,7.949101732725955,0.128205128,1.1000000834465027,0.30000001192092896,0.5639767646789551,0.08398537850007415,3.3227940281424906,-6.514486073931655,0.21263198431800392,33.49893607415565,"Parker Meadows",23800,678009
"Jordan Beck","COL",81,0.012345679,0.37037037,0.033333333,0.189873417,0.197530864,0.316455696,0.51398656,0.126582279,3.948240400594077,0.270833333,,,0.19124267995357513,0.33118688175454736,3.3625099397441254,-6.01183933399712,0.21569810286164284,20.88838636098822,"Jordan Beck",31431,687597
